IdNoticias,Img,Data,Titulo,TituloEn,Keywords,Descricao,KeywordsEn,ImgInicial,DescricaoEn
164,NULL,2018-09-04 00:00:00,Novo golpe na internet faz vítimas no Ceará,NULL,NULL,Golpista se passa por vendedor e comprador de veículo,NULL,cf71bbb86252c0df7aedd2484ce2a182.jpg,NULL
165,NULL,2018-09-05 00:00:00,Mutirão,NULL,NULL,Os,NULL,ac33287b0583bf289b42d8eb0959c3fa.png,NULL
166,NULL,2018-09-05 00:00:00,Gasolina bate preço recorde nas refinarias; nova alta,NULL,NULL,"Desde 19 de fevereiro deste ano, a gasolina A sem tributo vendida nas refinarias acumula uma alta de 45,7% nos",NULL,512a3af1527510c094568d595f52810b.jpg,NULL
167,NULL,2018-09-05 00:00:00,Prefeitura,NULL,NULL,Fortaleza,NULL,1d3d5923f6ed77521f7dad3c0eeb1023.jpg,NULL
168,NULL,2018-09-06 00:00:00,Maior,NULL,NULL,Com,NULL,8c9f296bd60aa90d31386ad65ddac030.jpg,NULL
169,NULL,2018-09-06 00:00:00,Confira o que abre e fecha no feriado da Independênci,NULL,NULL,Lojas do Centro de Fortaleza e de shoppings da Capital,NULL,47e89a4156bb957c109c1255a51718f9.jpg,NULL
170,NULL,2018-09-10 00:00:00,Começa,NULL,NULL,Fortaleza,NULL,d6549347309e31b97432bbadcbe1f2b1.jpg,NULL
171,NULL,2018-09-10 00:00:00,"Fortaleza recebe Bem Estar Global, dia 14",NULL,NULL,"<p>\r\n\r\n<font color=""#336600"" size=""4""><strong> Fortaleza recebe Bem Estar Global, dia 14</strong></font></p><p> </p><p><font size=""3"" face=""Times New Roman"">\r\n   \r\n</font><p style=""margin: 8pt 0cm; text-align: justify; line-height: normal;"" class=""MsoNormal""><span style='color: black; font-family: ""Verdana"",""sans-serif""; font-size: 12pt; mso-fareast-font-family: ""Times New Roman""; mso-fareast-language: PT-BR;'></span> </p><p style=""margin: 8pt 0cm; text-align: justify; line-height: normal;"" class=""MsoNormal""><span style='color: black; font-family: ""Verdana"",""sans-serif""; font-size: 12pt; mso-fareast-font-family: ""Times New Roman""; mso-fareast-language: PT-BR;'>Iniciativa social da Globo em parceria com o Sesi, o Bem Estar Global chega a Fortaleza nesta sexta-feira (14). Na estrutura montada em frente",NULL,7d5d119a55aab8968bd374400ffa1654.jpg,NULL
172,NULL,2018-09-11 00:00:00,Ceará,NULL,NULL,,NULL,ae32518a834eec6f0c669ee759f9c32d.jpg,NULL
173,NULL,2018-09-11 00:00:00,Época,NULL,NULL,,NULL,a936c56fc4f9089100384935d5900303.jpg,NULL
174,NULL,2018-09-11 00:00:00,Trecho,NULL,NULL,A Autarquia Municipal de Trânsito e Cidadania (AMC) f,NULL,01ca3121ba7f5fe931bf933ce065781d.png,NULL
175,NULL,2018-09-11 00:00:00,Vídeo explica pontos fundamentais da nova regra de in,NULL,NULL,,NULL,f9fb9a3076768949319f3182e6b488fc.jpg,NULL
176,NULL,2018-09-13 00:00:00,Litoral cearense pode registrar rajadas de mais de 50 km/h durante período de ventos,NULL,NULL,"<p>\r\n\r\n<font color=""#336600"" size=""4""><strong> Litoral cearense pode registrar rajadas de mais de 50 km/h durante",NULL,988e1c983b8397e860a5af8c6d2fd5f1.jpg,NULL
177,NULL,2018-09-13 00:00:00,Petrobras,NULL,NULL,"<p>\r\n\r\n<font color=""#336600"" size=""4""><strong>Petrobras",NULL,6edec67f3f84a2d19519bbc9ace11915.jpg,NULL
178,NULL,2018-09-24 00:00:00,Confira dicas de lanches saudáveis para consumir entr,NULL,NULL,Opções,NULL,c1558727e24107b55d78fe9ac08640ba.jpg,NULL
179,NULL,2018-09-24 00:00:00,"Em um mês, gasolina fica 6,8% mais cara no Estado",NULL,NULL,Fortaleza/São,NULL,9cd22637d81317007a3d98490756a2a1.jpg,NULL
180,NULL,2018-09-24 00:00:00,Dia dos Comerciários: veja o que abre na Capital nest,NULL,NULL,,NULL,31267c0985ba004400d54154ddb7f133.jpg,NULL
185,NULL,2018-10-08 00:00:00,A tormenta da baixa renda,NULL,NULL,Governo,NULL,12364ee9fb4a234e9899fc15c441fc39.gif,NULL
186,NULL,2018-10-08 00:00:00,Combustíveis,NULL,NULL,A,NULL,e019f3898b876b158827095bc0c6b33e.jpg,NULL
189,NULL,2018-10-11 00:00:00,CNPC,NULL,NULL,A,NULL,f2bcc79b995d29029a761a222f33e67d.jpg,NULL
190,NULL,2018-10-17 00:00:00,Projeto Mesa Brasil aproveita integralmente alimentos que seriam descartados; veja receitas criativas,NULL,NULL,Objetivo,NULL,4ff61871dce23b3827ca35cac7a32374.jpg,NULL
191,NULL,2018-10-17 00:00:00,Chiquinha Gonzaga ganha homenagem do Google em seu 171º aniversário,NULL,NULL,"Nascida neste dia no Rio de Janeiro em 1847, Francisca Edwiges Neves Gonzaga ( conhecida como Chiquinha Gonzaga)",NULL,e4399a70966180296e5073b31897275d.png,NULL
192,NULL,2018-10-18 00:00:00,"Apenas 4 das 50 imagens mais replicadas no WhatsApp s\xc3\xa3o verdadeiras, diz estudo",NULL,NULL,"<p>\r\n\r\n<font color=""#336600"" size=""4""><strong>Apenas 4 das 50 imagens mais replicadas no WhatsApp são verda",NULL,e464072f94219de448d8f8431cc00b42.jpg,NULL
193,NULL,2018-10-18 00:00:00,"Esburacadas, estradas trazem prejuízo ao CE",NULL,NULL,"<p>\r\n\r\n<font color=""#336600"" size=""4""><strong>Esburacadas,",NULL,2b3326257c8993163a725abb65c02491.jpg,NULL
194,NULL,2018-10-23 00:00:00,Pesquisa revela que brasileiros desenvolvem catarata precocemente,NULL,NULL,A,NULL,0c55bb469ed342ee46d26e3370263c41.jpg,NULL
195,NULL,2018-10-23 00:00:00,Cearense consome mais frutas e verduras do que industrializados,NULL,NULL,"Celular numa mão, brigadeiro na outra, filme na telev",NULL,c6036cdfb25fa5752e018538355ceeb0.jpg,NULL
196,NULL,2018-10-29 00:00:00,Os 12 mandamentos do pé diabético,NULL,NULL,Cuidar,NULL,f1b10caa908cd204abdfbafbf60c98c2.jpg,NULL
197,NULL,2018-10-30 00:00:00,Confira 5 dicas para começar a poupar,NULL,NULL,"Nessa quarta-feira (31), celebra-se o Dia Mundial da Poupança,",NULL,8423f72a78c701454ac30cc3a952bebc.jpg,NULL
198,NULL,2018-10-31 00:00:00,Dia,NULL,NULL,"Nesta sexta (2), é celebrado o Dia de Finados, data e",NULL,75c985c3f79f11e4d82f9a43c714a16f.jpg,NULL
199,NULL,2018-11-01 00:00:00,CABEC lança novo site para Participantes e Assistidos,NULL,NULL,\r\nNovo site possibilita melhor acesso a partir de qualquer dispositivo\r\n\r\nA partir de hoje (01/11) a CABEC disponibiliza novo site aos Participantes e Assistidos.Ao,NULL,4b4f1665545fda1072f5801482f8144c.png,NULL
200,NULL,2018-11-05 00:00:00,Festival Sesi Bonecos do Mundo começa nesta segunda,NULL,NULL,A magia do teatro de bonecos chega a Fortaleza para colorir o TJA e o Dragão do Mar. O Sesi Bonecos do Mund,NULL,b2b98dbdc167c8d0d599b140d95a2279.jpg,NULL
201,NULL,2018-11-06 00:00:00,"Natal de Luz 2018 terá Toquinho, Fagner e Gilberto Gi",NULL,NULL,O,NULL,082b2bed6201e0af0246c6bd4c4a27d5.jpg,NULL
203,NULL,2018-11-08 00:00:00,Açaí:,NULL,NULL,Nutritivo,NULL,222bb85289b2aa81ac698c6c8e361df1.jpg,NULL
204,NULL,2018-11-26 00:00:00,Brasil assina acordo para reduzir 144 mil toneladas de açúcar dos alimentos,NULL,NULL,O,NULL,551d236912fa2a365b5201541544645d.jpeg,NULL
205,NULL,2018-11-26 00:00:00,CDL quer limpar nome de 20 mil em feirão de renegocia,NULL,NULL,"O evento, realizado entre os dias 26 de novembro e 20 de",NULL,3c3b2af3e70a9f4ba2e1563d76d39d2a.jpg,NULL
206,NULL,2018-11-28 00:00:00,Poupe para ter estabilidade financeira no futuro,NULL,NULL,"Antes de definir onde colocar o dinheiro, é preciso f",NULL,669fb4bf887446ee14a5ad940e8aac91.jpg,NULL
207,NULL,2018-12-03 00:00:00,Compras de Natal: pagar à vista ou parcelar?,NULL,NULL,As compras de Natal movimentam e alegram o comércio d,NULL,dff9b61103b5bc7c18b74406f2acf977.jpeg,NULL
209,NULL,2018-12-06 00:00:00,"Exercício: faça o que puder, mas faça",NULL,NULL,EUA,NULL,e74c66ef48a33027d9f6649672007604.png,NULL
211,NULL,2018-12-10 00:00:00,Receita libera hoje consulta a sétimo lote de restitu,NULL,NULL,Haverá,NULL,5b2b67211ed169cdbd875255875e7101.jpg,NULL
212,NULL,2018-12-12 00:00:00,Planejamento 2019: comece hoje mesmo,NULL,NULL,Já,NULL,5f8dcfca56ba95d240fac0121bd01f34.jpg,NULL
213,NULL,2018-12-13 00:00:00,Calendário,NULL,NULL,A,NULL,c0b39c53efe317fd5a2b3e35295dca53.jpeg,NULL
214,NULL,2018-12-17 00:00:00,Qual,NULL,NULL,O,NULL,48bb510ffffdc00d8c56c62e092db64e.jpg,NULL
215,NULL,2018-12-19 00:00:00,Entrada,NULL,NULL,A,NULL,4adf6be6f05f91c3f05916a7dd9ef3d1.jpg,NULL
216,NULL,2019-01-08 00:00:00,Dicas pra aprender como economizar dinheiro,NULL,NULL,São,NULL,1e04252e7d989a21bf43661ded1d55b0.jpeg,NULL
217,NULL,2019-01-09 00:00:00,Janeiro é o mês dos impostos,NULL,NULL,Após,NULL,efe4b3878e2c402951306d15118dcb2e.jpeg,NULL
218,NULL,2019-01-10 00:00:00,Políticas de Investimentos 2019 a 2023,NULL,NULL,Estão,NULL,68901bcf956af69ca9249208262d30cf.png,NULL
219,NULL,2019-01-11 00:00:00,Programação,NULL,NULL,Museus em Fortaleza e na Região Metropolitana oferece,NULL,f1ff07a1d948722a483da4d6f50d0d9a.jpg,NULL
220,NULL,2019-01-22 00:00:00,RECADASTRAMENTO CABEC 2019,NULL,NULL,A,NULL,18200eccb1d4b66ca2cd0a9c6eaf9f15.png,NULL
221,NULL,2019-01-24 00:00:00,10,NULL,NULL,Dívidas,NULL,2781ff37d45df5e47dfb6c622a88c347.jpg,NULL
222,NULL,2019-01-25 00:00:00,Já,NULL,NULL,Eu,NULL,3124cd84056a3184a5cddb05d46c4b02.jpg,NULL
223,NULL,2019-01-28 00:00:00,"Poupar, economizar e investir: qual a diferença?",NULL,NULL,Três modalidades diferentes e complementares. Saiba d,NULL,76e4830821ab9396a1e5821fb7035dee.jpg,NULL
224,NULL,2019-01-29 00:00:00,Alfabetização Financeira,NULL,NULL,Na,NULL,275989f32158adc7af1e102c8a74fd75.jpg,NULL
225,NULL,2019-01-31 00:00:00,Amadurecimento Financeiro,NULL,NULL,Você,NULL,f32281d0fb374d2957fbc54131bc3c83.jpg,NULL
226,NULL,2019-02-05 00:00:00,Proposta para previdência autoriza uso do FGTS para c,NULL,NULL,Trabalhadores poderão usar parte do Fundo de Garantia,NULL,96a2b8812aad079778b3ccf2a852ffbf.jpeg,NULL
228,NULL,2019-02-07 00:00:00,Já,NULL,NULL,A,NULL,8a1f935bf02a827b4aabf7ae028bf847.png,NULL
229,NULL,2019-02-12 00:00:00,Decreto do governo federal vai transformar CPF em Documento Único; entenda,NULL,NULL,O governo federal informou que um novo decreto a ser assinado pelo presidente Jair Bolsonaro deve autorizar o uso do número do CPF como um cadastro geral para o,NULL,6e656b980240c2e818054bb9c42be38e.jpg,NULL
230,NULL,2019-02-13 00:00:00,"Dólar opera em alta, em movimento de correção",NULL,NULL,Moeda,NULL,48c9b26ef1cc9099ce0636ab396d9c5d.jpg,NULL
231,NULL,2019-02-15 00:00:00,DICAS PARA CADERNETA DE POUPANÇA,NULL,NULL,Escrevi um artigo em fevereiro do ano passado explicando,NULL,696350bfb3b5846754ec2de8faac66ec.jpg,NULL
232,NULL,2019-02-19 00:00:00,10 dicas financeiras para você ficar no azul,NULL,NULL,1.,NULL,6030ec9e22b2c204abf21f4b48181eec.jpg,NULL
233,NULL,2019-02-20 00:00:00,Comprar um imóvel ou morar de aluguel?,NULL,NULL,"Afinal,",NULL,b236ddb59b88ba2013a10a3cbff71e2d.png,NULL
234,NULL,2019-02-25 00:00:00,Relatórios,NULL,NULL,Os,NULL,02f902ca3045229ec29d0be79e0a048b.png,NULL
235,NULL,2019-02-26 00:00:00,O,NULL,NULL,Se,NULL,b0a153494309b61e96d6ccc76aa2cc36.jpg,NULL
236,NULL,2019-02-27 00:00:00,DIRPF 2018,NULL,NULL,No,NULL,687131e196afc7b0f13ebe214f084142.png,NULL

