id_pagfat,obs,oper,cod_sto,dat_pgt,num_fat,cod_cli,dat_comp,val_lanc
340,<blank>,0401005,20909756,2015-02-27,87600,002130000,2015-08-06,-55.2
341,<blank>,0401005,20909756,2015-02-27,87601,154490000,2015-08-06,-52.75
342,<blank>,0401005,20909756,2015-02-27,87602,154470000,2015-08-06,-207.47
343,<blank>,0401005,20909756,2015-02-27,87603,002730000,2015-08-06,-99.3
344,<blank>,0401005,20909756,2015-02-27,87604,030580000,2015-08-06,-611.05
345,<blank>,0401005,20909756,2015-02-27,87605,030500000,2015-08-06,-86.9
346,<blank>,0401005,20909756,2015-02-27,87606,000810000,2015-08-06,-129.02
347,<blank>,0401005,20909756,2015-02-27,87609,003780000,2015-08-06,-56
348,<blank>,0401005,20909756,2015-02-27,87610,003160000,2015-08-06,-129.7
349,<blank>,0401005,20909756,2015-02-27,87611,030320000,2015-08-06,-1877
350,<blank>,0401005,20909756,2015-02-27,87613,154540000,2015-08-06,-53.3
351,<blank>,0401005,20909756,2015-02-27,87615,001010000,2015-08-06,-125.66
352,<blank>,0401005,20909756,2015-02-27,87617,030310000,2015-08-06,-68.8
353,<blank>,0401005,20909756,2015-02-27,87618,002240000,2015-08-06,-131.8
354,<blank>,0401005,20909756,2015-02-27,87619,000690000,2015-08-06,-13120.76
355,<blank>,0401005,20909756,2015-02-27,87620,001050000,2015-08-06,-184.85
356,<blank>,0401005,20909756,2015-02-27,87621,004910000,2015-08-06,-83.47
357,<blank>,0401005,20909756,2015-02-27,87622,031070000,2015-08-06,-69.6
358,<blank>,0401005,20909756,2015-02-27,87623,030030000,2015-08-06,-306.2
359,<blank>,0401005,20909756,2015-02-27,87624,001260000,2015-08-06,-121.47
360,<blank>,0401005,20909756,2015-02-27,87625,001280000,2015-08-06,-83.12
361,<blank>,0401005,20909756,2015-02-27,87627,000340000,2015-08-06,-606.8
362,<blank>,0401005,20909756,2015-02-28,87628,002530000,2015-08-06,-4181.4
363,<blank>,0401005,20909756,2015-02-28,87629,000970000,2015-08-06,-1044.45
364,<blank>,0401005,20909756,2015-02-28,87631,000230000,2015-08-06,-331.71
365,<blank>,0401005,20909756,2015-02-28,87632,004720000,2015-08-06,-90.2
366,<blank>,0401005,20909756,2015-03-02,87633,002400000,2015-08-06,-540.51
367,<blank>,0401005,20909756,2015-03-02,87634,004840000,2015-08-06,-38.4
368,<blank>,0401005,20909756,2015-03-09,87635,002010000,2015-08-06,-212.15
369,<blank>,0401005,20909756,2015-03-09,87636,030880000,2015-08-06,-248.7
370,<blank>,0401005,20909756,2015-03-11,87637,002010000,2015-08-06,-204.41
371,<blank>,0401005,20909756,2015-03-14,87638,003860000,2015-08-06,-398.31
372,<blank>,0401005,20909756,2015-03-14,87639,030790000,2015-08-06,-164.3
373,<blank>,0401005,20909756,2015-03-14,87640,154600000,2015-08-06,-43.15
374,<blank>,0401005,20909756,2015-03-14,87641,002800000,2015-08-06,-194.8
375,<blank>,0401005,20909756,2015-03-14,87642,003090000,2015-08-06,-93.2
376,<blank>,0401005,20909756,2015-03-14,87643,030060000,2015-08-06,-44.6
377,<blank>,0401005,20909756,2015-03-14,87644,000010000,2015-08-06,-170.85
378,<blank>,0401005,20909756,2015-03-14,87645,030670000,2015-08-06,-14.05
379,<blank>,0401005,20909756,2015-03-14,87646,000040000,2015-08-06,-14.5
380,<blank>,0401005,20909756,2015-03-14,87647,000180000,2015-08-06,-6.3
381,<blank>,0401005,20909756,2015-03-14,87648,002080000,2015-08-06,-38.5
382,<blank>,0401005,20909756,2015-03-14,87649,004450000,2015-08-06,-871
383,<blank>,0401005,20909756,2015-03-14,87651,003420000,2015-08-06,-84.1
384,<blank>,0401005,20909756,2015-03-14,87653,030740000,2015-08-06,-88.1
385,<blank>,0401005,20909756,2015-03-14,87654,000350000,2015-08-06,-714.3
386,<blank>,0401005,20909756,2015-03-14,87655,030930000,2015-08-06,-92.6
387,<blank>,0401005,20909756,2015-03-14,87656,030330000,2015-08-06,-56.95
388,<blank>,0401005,20909756,2015-03-14,87657,000340000,2015-08-06,-778.7
389,<blank>,0401005,20909756,2015-03-14,87658,000330000,2015-08-06,-115.7
390,<blank>,0401005,20909756,2015-03-14,87659,030940000,2015-08-06,-66
391,<blank>,0401005,20909756,2015-03-14,87660,154500000,2015-08-06,-498.47
392,<blank>,0401005,20909756,2015-03-14,87661,004040000,2015-08-06,-195.55
393,<blank>,0401005,20909756,2015-03-14,87662,030890000,2015-08-06,-2404.55
394,<blank>,0401005,20909756,2015-03-14,87663,030950000,2015-08-06,-346.5
395,<blank>,0401005,20909756,2015-03-14,87664,004600000,2015-08-06,-197.9
396,<blank>,0401005,20909756,2015-03-14,87665,003730000,2015-08-06,-419.84
397,<blank>,0401005,20909756,2015-03-14,87666,001810000,2015-08-06,-361.7
398,<blank>,0401005,20909756,2015-03-14,87667,030520000,2015-08-06,-197.7
399,<blank>,0401005,20909756,2015-03-14,87668,030080000,2015-08-06,-50.2
400,<blank>,0401005,20909756,2015-03-14,87671,030850000,2015-08-06,-376.45
401,<blank>,0401005,20909756,2015-03-14,87672,003000000,2015-08-06,-211
402,<blank>,0401005,20909756,2015-03-14,87673,002130000,2015-08-06,-40.7
403,<blank>,0401005,20909756,2015-03-14,87674,154470000,2015-08-06,-271.07
404,<blank>,0401005,20909756,2015-03-14,87675,002730000,2015-08-06,-309.2
405,<blank>,0401005,20909756,2015-03-14,87676,030580000,2015-08-06,-841.57
406,<blank>,0401005,20909756,2015-03-14,87677,000810000,2015-08-06,-102.35
407,<blank>,0401005,20909756,2015-03-14,87679,001850000,2015-08-06,-3279.6
408,<blank>,0401005,20909756,2015-03-14,87680,003780000,2015-08-06,-34.4
409,<blank>,0401005,20909756,2015-03-14,87681,154490000,2015-08-06,-218.95
410,<blank>,0401005,20909756,2015-03-14,87682,000970000,2015-08-06,-683.12
411,<blank>,0401005,20909756,2015-03-14,87683,030880000,2015-08-06,-649.3
412,<blank>,0401005,20909756,2015-03-14,87684,030310000,2015-08-06,-183.5
413,<blank>,0401005,20909756,2015-03-16,87688,000690000,2015-08-06,-4898.32
414,<blank>,0401005,20909756,2015-03-16,87689,001050000,2015-08-06,-366.1

