PdtIdx,UsrIdx,idDownload,AgeLib,SrvIpx,UsrNom,SrvUrl,DboNom,AgeNom,CodSto,DboTip
1,MIGS05122,187,1,172.31.37.250,ACF ADMINISTRAÇÃO,miguelstefano.postal.net.br,acfmiguelstefano,JARDIM BOTANICO,72901454,2
1,ACLIADMIN,188,1,172.31.37.250,Administrador da ACF ACLIMACAO,www.acfaclimacao.com.br,acfaclimacao,PARQUE ACLIMACAO,72901471,2
1,FENIADMIN,189,1,172.31.37.250,Administrador da ACF FENIX,agflog.postal.net.br,acffenix,XV DE NOVEMBRO,72901489,2
1,JAGUADMIN,190,1,172.31.37.250,Administrador da ACF JAGUARA (SP),agfvilajaguara.postal.net.br,acfjaguara,VILA JAGUARA,72901527,2
1,EFIGADMIN,191,1,172.31.37.250,Administrador da ACF,www.postal.net.br,acfsp_10012017,EFIGENIA,72901535,2
1,LPDBADMIN,192,1,172.31.37.250,Administrador da ACF,cedecom.postal.net.br,acflapadebaixo,ENGENHEIRO AUBERTIN,72901578,2
1,DOMPADMIN,193,1,172.31.37.250,Administrador da AGF DOM PEDRO I,spi.postal.net.br,acfspi,DOM PEDRO I,72901594,2
1,CLIMADMIN,194,1,172.31.37.250,Administrador da ACF BOM CLIMA,agfbomclima.postal.net.br,acfbomclima,JARDIM BOM CLIMA,72901608,2
1,POPEADMIN,195,1,172.31.37.250,Administrador da AGF PONTE PEQUENA,spi.postal.net.br,acfspi,PONTE PEQUENA,72901730,2
1,OSAKADMIN,196,1,172.31.37.250,Administrador da AGF OSAKA,spi.postal.net.br,acfspi,OSAKA,72901756,2
1,master,197,1,172.31.37.250,ACF NOVA CANTAREIRA,agfaltodesantana.postal.net.br,acfnovacantareira,ALTO DE SANTANA,72901764,2
1,ALFRADMIN,198,1,172.31.37.250,Administrador da ACF ALFREDO PUJOL,www.postal.net.br,acfsp_10012017,LEAO XIII,72901772,2
1,vlaladmin,199,1,172.31.37.250,Administrador da Vila Alpina,www.acfvilaalpina.com.br,acfvilaalpina,COSTA BARROS,72901811,2
1,WITEADMIN,200,1,172.31.37.250,Administrador da RUA ANTONIO DE BARROS,witepapelaria.postal.net.br,acfspi,RUA ANTONIO DE BARROS,72901829,2
1,SIROADMIN,201,1,172.31.37.250,Administrador da ACF SILVIO ROMERO,www.acfsilvioromero.com.br,acfsilvioromero,PRACA SILVIO ROMERO,72901926,2
1,TUPIADMIN,202,1,172.31.37.250,Administrador da ACF TUPI,www.acftupi.com.br,acftupi,PACAEMBU,72901934,2
1,PQDLADMIN,203,1,172.31.37.250,Administrador da AGF PARQUE DO LAGO,agfparquedolago.postal.net.br,acfspi,PARQUE DO LAGO,72901977,2
1,CORFADMIN,204,1,172.31.37.250,Administrador da ACF CORIFEU,agfbenjamimmansur.postal.net.br,acfcorifeu,BENJAMIM MANSUR,72902027,2
1,DIRCADMIN,205,1,172.31.37.250,Administrador da ACF VILA DIRCE,www.acfviladirce.com.br,acfviladirce,VILA ARTEM,72902035,2
1,ALVGADMIN,206,1,172.31.37.250,Administrador da ACF ALVARO GUIMARÃES,agfplanalto.postal.net.br,acfalvaroguimaraes,PLANALTO,72902051,2
1,AMBUADMIN,207,1,172.31.37.250,Administrador da AMADOR BUENO,spi.postal.net.br,acfspi,AVENIDA  AMADOR BUENO,72902124,2
1,ARICADMIN,208,1,172.31.37.250,Administrador da AGF JARDIM MARILIA,agfjardimmarilia.postal.net.br,acfshoppingaricanduva,JARDIM MARILIA,72902221,2
1,JOMDADMIN,209,1,172.31.37.250,Administrador da AGF DOUTOR JOAO MENDES,agfjoaomendes.postal.net.br,acfspi,DOUTOR JOAO MENDES,72902302,2
1,JURMADMIN,210,1,172.31.37.250,Administrador da ACF JUREMA,agfcaetanoalvares.postal.net.br,acfzilda,JARDIM ALBERTINA,72902311,2
1,paulinho,211,1,172.31.37.250,PAULO HENRIQUE DA SILVA,agfjardimdospimentas.postal.net.br,acfpimentas,JARDIM DOS PIMENTAS,72902329,2
1,PAADMIN,212,1,172.31.37.250,Administrador ACF Presidente Altino,www.postal.net.br,acfsp_10012017,OSWALDO COLLINO,72902418,2
1,SATEADMIN,213,1,172.31.37.250,Administrador da ACF SANTA TEREZA,www.acfsantatereza.com.br,acfsantatereza,JARDIM SANTA TEREZA,72902442,2
1,seadmin,214,1,172.31.37.250,Administrador ACF SE,www.postal.net.br,acfsp_10012017,BOA VISTA,72902477,2
1,CENTADMIN,215,1,172.31.37.250,Administrador da ACF VILA BUARQUE,agfrepublica.postal.net.br,acfvilabuarque,REPUBLICA,72902485,2
1,CONSADMIN,216,1,172.31.37.250,Administrador da AGF CONSELHEIRO NEBIAS,spi.postal.net.br,acfspi,CONSELHEIRO NEBIAS,72902507,2
1,AGHAADMIN,217,1,172.31.37.250,Administrador da ACF AGUIA DE HAIA,agfpqpaineiras.postal.net.br,acfaguiadehaia,PARQUE PAINEIRAS,72902523,2
1,ANFRADMIN,218,1,172.31.37.250,Administrador da ACF AN?LIA FRANCO,www.postal.net.br,acfsp_10012017,APARECIDA,72902604,2
1,CARMADMIN,219,1,172.31.37.250,Administrador da ACF PARQUE DO CARMO,agfjardimaricanduva.postal.net.br,acfparquedocarmo,JARDIM ARICANDUVA,72902621,2
1,PARQADMIN,220,1,172.31.37.250,Administrador da PARQUE MARIA LUISA,spi.postal.net.br,acfspi,RIO DAS PEDRAS,72902639,2
1,ALTOADMIN,221,1,172.31.37.250,Administrador da ACF ALTO DA MOOCA,www.agfbairrodamooca.com.br,acfaltodamooca,BAIRRO DA MOOCA,72902655,2
1,ALFOADMIN,222,1,172.31.37.250,Administrador da ACF ALFONSO BOVERO,www.acfalfonsobovero.com.br,acfalfonsobovero,VILA POMPEIA,72902663,2
1,anmark,223,1,172.31.37.250,ANMARK SERVIÇOS POSTAIS LTDA,www.rcaherculano.com.br,acfalexandreherculano,VILA RICA,72902680,2
1,BRIGADMIN,224,1,172.31.37.250,Administrador da AGF BRIGADEIRO FARIA LIMA,spi.postal.net.br,acfspi,BRIGADEIRO FARIA LIMA,72902710,2
1,PIRADMIN,225,1,172.31.37.250,Administrador da ACF,www.postal.net.br,acfsp_10012017,PRACA PIRAPORINHA,72902744,2
1,cladmin,226,1,172.31.37.250,Administrador da ACF,www.riclo.com.br,acfcampolimpo,VILA PREL,72902817,2
1,REMEADMIN,227,1,172.31.37.250,Administrador da ACF,agfremedios.postal.net.br,acfviladosremedios,PRACA DOS REMEDIOS,72902841,2
1,VCMAADMIN,228,1,172.31.37.250,Administrador da ACF Vinte e cinco de Março,bj.postal.net.br,acf25marco,BASILIO JAFET,72902868,2
1,GUARADMIN,229,1,172.31.37.250,Administrador da VILA GUARANI,agfvilaguarani.postal.net.br,acfvilaguarani,VILA GUARANI,72902884,2
1,CDUTADMIN,230,1,172.31.37.250,Administrador da AGF SENADOR TEOTONIO,spi.postal.net.br,acfspi,SENADOR TEOTONIO,72902892,2
1,VALAADMIN,231,1,172.31.37.250,Administrador da ACF,www.postal.net.br,acfsp_10012017,JARDIM INDEPENDENCIA,72902922,2

